IBGE,MUNICIPIO,UF,PERIODO,UNIDADE,VALOR,LIRAa,LIA,ARMAD,TP_ARMAD, IIP_AE , IB_AE , ESTR_IIP_ME09 , PERC_IIP_ME09 , ESTR_IIP_MAI1MEI39 , PERC_IIP_MAI1MEI39 , ESTR_IIP_MAI4 , PERC_IIP_MAI4 , A1_VAL , A1_PERC , A2_VAL , A2_PERC , B_VAL , B_PERC , C_VAL , C_PERC , D1_VAL , D1_PERC , D2_VAL , D2_PERC , E_VAL , E_PERC , IIP_AA , IB_AA , dep_agua_val , dep_agua_perc ,dep_dom_val,dep_dom_perc,lixo_val,lixo_perc
410965,Honorio Serpa,PR,13/01/2019 a 17/01/2019,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00
411005,Iguatu,PR,13/01/2020 a 16/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411007,Imbau,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411020,Inacio Martins,PR,05/01/2020 a 15/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411030,Inaja,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,2.54,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,74.58,0.00,0.00,0.00,0.00,1.00,1.69,14.00,23.73,0.00,0.00,0.00,0.00,44.00,74.58,0.00,0.00,15.00,25.42
411040,Indianopolis,PR,06/01/2020 a 17/01/2020 ,TRIMESTRE,1,2,1,2,lira,6.39,6.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,96.00,14.00,13.00,0.00,6.39,6.39,0.00,0.00,13.00,0.00,110.00,14.00
411065,Iracema do Oeste,PR,13/01/2020 a 15/01/2020,TRIMESTRE,1,2,1,2,lira,0.81,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00
411090,Itaguaje,PR,20/01/2020 a 24/01/2020,TRIMESTRE,1,2,1,2,lira,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,10.00,6.00,60.00,2.00,20.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,10.00,8.00,80.00,1.00,10.00
411125,Itaperucu,PR,06/01/2020 a 20/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411130,Itauna do Sul,PR,06/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,2.67,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,11.11,1.00,11.11,0.00,0.00,0.00,0.00,7.00,77.78,0.00,0.00,0.00,0.00,1.00,11.11,1.00,11.11,7.00,77.78
411160,Ivatuba,PR,06/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,2.77,3.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,9.00,900.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,9.00,900.00
411230,Japira,PR,03/01/2020 a 13/01/2020,TRIMESTRE,1,2,1,2,lira,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
411260,Jardim Olinda,PR,12/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.33,2.00,66.67,0.00,0.00,0.00,0.00,2.00,66.67,1.00,33.33
411290,Jundiai do Sul,PR,14/01/2020 a 20/01/2018,TRIMESTRE,1,2,1,2,lira,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,2.00,50.00
411325,Laranjal,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411340,Leopolis,PR,06/01/2020 a 20/01/2020,TRIMESTRE,1,2,1,2,lira,6.50,7.10,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.30,2.00,8.30,4.00,16.70,4.00,16.70,0.00,0.00,12.00,50.00,0.00,0.00,0.00,0.00,4.00,16.60,8.00,33.40,12.00,50.00
411342,Lidianopolis,PR,09/01/2020 a 27/01/2020,TRIMESTRE,1,2,1,2,lira,1.31,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,2.00,66.67,0.00,0.00,0.00,0.00,1.00,33.33,0.00,0.00,2.00,66.67
411345,Lindoeste,PR,13/01/2020 a 16/01/2020,TRIMESTRE,1,2,1,2,lira,0.53,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
411360,Lobato,PR,13/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,6.57,6.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,12.50,3.00,9.38,0.00,0.00,9.00,28.13,14.00,43.75,2.00,6.25,0.00,0.00,4.00,12.50,5.00,15.63,23.00,71.88
411375,Lunardelli,PR,05/01/2020 a 11/01/2020,TRIMESTRE,1,2,1,2,lira,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.33,4.00,33.33,0.00,0.00,2.00,0.00,0.00,0.00,5.00,41.67,0.00,0.00,1.00,8.33,9.00,75.00,2.00,0.00
411390,Mallet,PR,07/01/2020 a 13/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411430,Mandirituba,PR,01/01/2020 a 24/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411435,Manfrinopolis,PR,03/01/2020 a 06/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411440,Mangueirinha,PR,06/01/2020 a 09/01/2020,TRIMESTRE,1,2,1,2,lira,0.70,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,1.00,33.33,1.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,2.00,66.67
411470,Maria Helena,PR,02/01/2020 a 07/01/2020,TRIMESTRE,1,2,1,2,lira,1.87,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,40.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,40.00,3.00,2.00,0.00,0.00
411535,Maripa,PR,06/01/2020 a 14/01/2020,TRIMESTRE,1,2,1,2,lira,4.52,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,14.00,0.00
411545,Marquinho,PR,04/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411573,Mato Rico,PR,06/01/2020 a 11/01/2020 ,TRIMESTRE,1,2,1,2,lira,3.07,3.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,40.00,3.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,100.00
411585,Mercedes,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,1.31,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,50.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,100.00
411590,Mirador,PR,13/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,4.40,4.40,0.00,0.00,0.00,0.00,0.00,0.00,3.00,37.50,0.00,0.00,5.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,37.50,5.00,62.50,0.00,0.00
411600,Miraselva,PR,12/01/2020 a 18/01/2020,TRIMESTRE,1,2,1,2,lira,3.09,3.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,27.27,7.00,63.64,0.00,0.00,1.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,3.00,27.27,7.00,63.64,1.00,9.09
411630,Munhoz de Mello,PR,10/01/2020 a 16/01/2020  ,TRIMESTRE,1,2,1,2,lira,2.47,2.96,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.56,3.00,16.67,8.00,44.44,0.00,0.00,0.00,0.00,6.00,33.33,0.00,0.00,0.00,0.00,4.00,22.22,8.00,44.44,6.00,33.33
411640,Nossa Senhora das Gracas,PR,06/01/2020 a 14/01/2020,TRIMESTRE,1,2,1,2,lira,7.18,7.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,16.00,6.00,24.00,0.00,0.00,4.00,16.00,11.00,44.00,0.00,0.00,0.00,0.00,4.00,16.00,6.00,24.00,15.00,60.00
411650,Nova Alianca do Ivai,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,100.00
411660,Nova America da Colina,PR,05/01/2020 a 11/01/2020,TRIMESTRE,1,2,1,2,lira,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00
411680,Nova Cantu,PR,13/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,1.34,23.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,4.29,134.00,95.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.00,100.00
411695,Nova Esperanca do Sul doeste,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411705,Nova Laranjeiras,PR,05/01/2020 a 11/01/2020,TRIMESTRE,1,2,1,2,lira,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00
411729,Novo Itacolomi,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,0.94,0.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
411740,Ourizona,PR,06/01/2020 a 13/01/2020,TRIMESTRE,1,2,1,2,lira,3.13,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,2.00,20.00,5.00,50.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,7.00,70.00
411745,Ouro Verde D'oeste,PR,06/01/2020 a 11/01/ 2020,TRIMESTRE,1,2,1,2,lira,1.81,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,42.86,2.00,28.57,0.00,0.00,0.00,0.00,2.00,28.57,0.00,0.00,0.00,0.00,3.00,42.86,2.00,28.57,2.00,28.57
411760,Palmas,PR,09/01/2020 a 15/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411780,Palmital ,PR,05/01/2020 a 19/01/2020 ,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411830,Paranapoema,PR,08/01/2020 a 15/01/2020,TRIMESTRE,1,2,1,2,lira,4.08,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,66.67,0.00,0.00,0.00,0.00,2.00,33.33,0.00,0.00,4.00,66.67
411845,Pato Bragado,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,0.97,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,1.00,25.00,1.00,25.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,1.00,25.00,2.00,50.00,1.00,25.00
411860,Paula Freitas,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411870,Paulo Frontin,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411900,Perola doeste,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,3.98,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,3.00,42.86,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,3.00,42.86
411910,Pien,PR,06/01/2020 a 20/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411915,Pinhais,PR,01/01/2020 a 20/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411925,Pinhal de Sao Bento,PR,06/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,1.99,1.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,66.67,1.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,100.00
411950,Piraquara ,PR,06/01/2020 a 24/01/2020,TRIMESTRE,1,2,1,2,lira,0.78,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00
411965,Pitangueiras,PR,05/01/2020 a 11/01/2020,TRIMESTRE,1,2,1,2,lira,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
411970,Planaltina do Parana ,PR,11/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,7.03,96.17,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.66,5.00,1.66,63.00,20.93,9.00,2.99,8.00,2.66,208.00,69.10,3.00,1.00,0.00,0.00,10.00,3.32,75.00,24.92,216.00,71.76
412010,Porto Amazonas,PR,14/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
412015,Porto Barreiro,PR,13/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
412033,Prado Ferreira,PR,05/01/2020 a 19/01/2020,TRIMESTRE,1,2,1,2,lira,0.94,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,3.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,100.00
412040,Presidente Castelo Branco,PR,12/01/2020 a 18/01/2020,TRIMESTRE,1,2,1,2,lira,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00
412065,Quarto Centenario,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,1.88,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,55.56,0.00,0.00,0.00,0.00,0.00,0.00,4.00,44.44,0.00,0.00,0.00,0.00,5.00,55.56,0.00,0.00,4.00,44.44
412085,Quatro Pontes,PR, 06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,3.55,4.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,20.00,3.00,20.00,0.00,0.00,3.00,20.00,2.00,13.33,4.00,26.67,0.00,0.00,3.00,20.00,7.00,46.67,5.00,33.33
412110,Quinta do Sol,PR,06/01/2020 a 10/01/2020 ,TRIMESTRE,1,2,1,2,lira,2.54,51.02,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,12.00,5.97,8.00,3.98,3.00,1.49,9.00,4.48,168.00,83.58,0.00,0.00,0.00,0.00,13.00,6.47,11.00,5.47,177.00,88.06
412120,Quitandinha,PR,06/01/2020 a 25/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
412125,Ramilandia,PR,04/01/2020 a 08/01/2020,TRIMESTRE,1,2,1,2,lira,5.14,5.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,51.72,14.00,48.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,100.00
412130,Rancho Alegre,PR,06/01/2020 a 06/01/2020,TRIMESTRE,1,2,1,2,lira,2.57,2.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,0.00,4.00,0.00
412135,Rancho Alegre D'oeste,PR,02/05/2020 a 05/05/2020,TRIMESTRE,1,2,1,2,lira,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00
412150,Reboucas,PR,10/01/2020 a 15/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
412160,Renascenca,PR,06/01/2020 a 09/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
412175,Reserva do Iguacu,PR,06/01/2020 a 14/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
412200,Rio Azul,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,0.62,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00
412210,Rio Bom,PR,20/01/2020 a 28/01/2020,TRIMESTRE,1,2,1,2,lira,4.43,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,13.64,10.00,45.45,0.00,0.00,2.00,9.09,7.00,31.82,0.00,0.00,0.00,0.00,3.00,13.64,10.00,45.45,9.00,40.91
412215,Rio Bonito do Iguacu,PR,06/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,80.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,80.00,0.00,0.00,1.00,20.00
412217,Rio Branco do Ivai,PR,07/01/2020 a 22/01/2020,TRIMESTRE,1,2,1,2,lira,2.92,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,1.00,25.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,3.00,75.00
412230,Rio Negro,PR,06/01/2020 a 25/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
412265,Rosario do Ivai,PR,06/01/2020 a 20/01/2020,TRIMESTRE,1,2,1,2,lira,4.69,4.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00,0.00
412280,Salgado Filho,PR,05/01/2020 a 11/01/2020,TRIMESTRE,1,2,1,2,lira,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
412310,Santa Amelia,PR,13/01/2020 a 16/01/2020,TRIMESTRE,1,2,1,2,lira,2.56,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,2.00,2.00
412320,Santa Cecilia do Pavao,PR,06/01/2020 a 10/01/2020,TRIMESTRE,1,2,1,2,lira,0.61,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00
412360,Santa Ines,PR,13/01/2020 a 24/01/2020,TRIMESTRE,1,2,1,2,lira,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00
412382,Santa Lucia,PR,13/01/2020 a 15/01/2020,TRIMESTRE,1,2,1,2,lira,1.35,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00
412385,Santa Maria do Oeste,PR,06/01/2020 a 17/01/2020,TRIMESTRE,1,2,1,2,lira,1.46,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,5.00,71.43,0.00,0.00,0.00,0.00,7.00,100.00,0.00,0.00
